,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
8547,Toyota,2019.0,Landcruiser,SUV,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,91658,White / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 7 Seats,63380
8548,Subaru,2022.0,Forester,SUV,2022 Subaru Forester 2.5I-S (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,14915,White / Black,"Port Macquarie, NSW",4 cyl,SUV, 4 Doors, 5 Seats,47990
8549,Jeep,2023.0,Compass,City Jeep New Cars,2023 Jeep Compass Night Eagle,NEW,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,-,Blue / Black,"Southbank, VIC",4 cyl,SUV, 4 Doors, 5 Seats,47888
8550,Volkswagen,2019.0,Caddy,Commercial,2019 Volkswagen Caddy TSI220,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6 L / 100 km,96596,White / Black,"Geebung, QLD",4 cyl,Commercial, 3 Doors, 2 Seats,27888
8551,Land,2012.0,Rover,SUV,2012 Land Rover Range Rover Evoque SD4 Pure,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.5 L / 100 km,234933,Black / -,"Mcgraths Hill, NSW",4 cyl,SUV, 5 Doors, 5 Seats,21990
8552,Land,2017.0,Rover,Southside Auto Wholesale,2017 Land Rover Range Rover Velar Standard,USED,Automatic,-,Other,Diesel,-,56396,White / Black,"Caringbah, NSW",-,Wagon,,,65990
8553,Kia,2020.0,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,56290,White / Black,"Hoppers Crossing, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,25490
8554,Kia,2017.0,Sportage,SUV,2017 Kia Sportage SI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,55629,White / Black,"Mile End South, SA",4 cyl,SUV, 4 Doors, 5 Seats,26888
8555,Toyota,2017.0,RAV4,SUV,2017 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,138450,White / -,"Sylvania, NSW",4 cyl,SUV, 4 Doors, 5 Seats,21995
8556,GWM,2022.0,Haval,SUV,2022 GWM Haval H6GT Ultra (4WD),USED,Automatic,"4 cyl, 2 L",4WD,Unleaded,8.4 L / 100 km,11910,Grey / Black,"Rocklea, QLD",4 cyl,SUV, 4 Doors, 5 Seats,43990
8557,Holden,2008.0,Commodore,Ute / Tray,2008 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,11.4 L / 100 km,215849,Black / Black,"Kurri Kurri, NSW",6 cyl,Ute / Tray, 2 Doors, 2 Seats,11990
8558,Volkswagen,2020.0,Passat,Wagon,2020 Volkswagen Passat 140TSI Business,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.6 L / 100 km,29457,Black / Black,"Kedron, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,40996
8559,Holden,2010.0,Barina,Sedan,2010 Holden Barina,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.6 L / 100 km,137821,Red / -,"Camden, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,7995
8560,Citroen,2022.0,C5,DEMO,2022 Citroen C5 Aircross Sport 1.6 THP 133,DEMO,-,"4 cyl, 1.6 L",Front,-,5.7 L / 100 km,11,Blue / -,"Nambour, QLD",4 cyl,SUV, 5 Doors, 5 Seats,59590
8561,Subaru,2014.0,Liberty,Wagon,2014 Subaru Liberty 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,8.2 L / 100 km,274000,White / -,"Granville, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,10999
8562,Mazda,2015.0,3,Hatchback,2015 Mazda 3 SP25 GT,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.1 L / 100 km,260385,White / -,"Minto, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13950
8563,Subaru,2017.0,XV,SUV,2017 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,39355,Grey / 2018/03,"Plympton, SA",4 cyl,SUV, 4 Doors, 5 Seats,33980
8564,McLaren,2019.0,540C,Coupe,2019 McLaren 540C,USED,Automatic,"8 cyl, 3.8 L",Rear,Premium,10.7 L / 100 km,17321,Black / -,"Artarmon, NSW",8 cyl,Coupe, 2 Doors, 2 Seats,299900
8565,Mitsubishi,2019.0,Triton,Ute / Tray,2019 Mitsubishi Triton GLS (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,33000,White / Black,"Taree, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,45890
8566,Jeep,2014.0,Grand,SUV,2014 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,288924,White / -,"Williamstown North, VIC",6 cyl,SUV, 4 Doors, 5 Seats,15999
8567,Mercedes-Benz,2017.0,GLA180,SUV,2017 Mercedes-Benz GLA180,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,5.7 L / 100 km,31467,Grey / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,36830
8568,Land,2019.0,Rover,SUV,2019 Land Rover Discovery Sport D150 R-Dynamic S (110KW),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.7 L / 100 km,43621,Grey / -,"Balwyn, VIC",4 cyl,SUV, 4 Doors, 7 Seats,61990
8569,Hyundai,2020.0,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,55365,Blue / Black,"Prospect, SA",4 cyl,SUV, 4 Doors, 5 Seats,26880
8570,Volkswagen,2016.0,Polo,Hatchback,2016 Volkswagen Polo 81 TSI Comfortline,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,4.8 L / 100 km,85435,Grey / -,"Rocklea, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,17715
8571,Kia,2011.0,Cerato,Hatchback,2011 Kia Cerato SI,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.7 L / 100 km,105721,Red / -,"Glendale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13990
8572,MG,2022.0,HS,NEW In stock,2022 MG HS Vibe,NEW,Automatic,-,Other,Unleaded,-,9,Red / Black Knight Synthetic Leather,"Bundoora, VIC",-,SUV,,,32690
8573,Hyundai,2018.0,Santa,SUV,2018 Hyundai Santa FE Elite Crdi Satin (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5 L / 100 km,114449,Grey / Black,"Mcgraths Hill, NSW",4 cyl,SUV, 4 Doors, 7 Seats,39888
8574,Ford,2013.0,Ranger,Ute / Tray,2013 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4 L / 100 km,154894,Silver / -,"Penrith, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,32950
8575,Toyota,2022.0,Corolla,Hatchback,2022 Toyota Corolla SX Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4 L / 100 km,1967,White / Black,"East Maitland, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,46990
8576,Ford,2012.0,Kuga,SUV,2012 Ford Kuga Trend,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,10.3 L / 100 km,187500,Orange / -,"Maidstone, VIC",5 cyl,SUV, 4 Doors, 5 Seats,10990
8577,Nissan,2004.0,Patrol,SUV,2004 Nissan Patrol ST-S (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,11.6 L / 100 km,318198,Silver / -,"East Maitland, NSW",6 cyl,SUV, 4 Doors, 7 Seats,39986
8578,Toyota,2019.0,Hilux,Ute / Tray,2019 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,85112,Silver / -,"Waitara, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,57888
8579,Mercedes-Benz,2003.0,CLK320,Coupe,2003 Mercedes-Benz CLK320 Elegance,USED,Automatic,"6 cyl, 3.2 L",Rear,Unleaded,0 L / 100 km,92000,Black / Cream,"Southport, QLD",6 cyl,Coupe, 2 Doors, 5 Seats,13490
8580,Land,2008.0,Rover,SUV,2008 Land Rover Range Rover Sport 2.7 TDV6,USED,Automatic,"6 cyl, 2.7 L",4WD,Diesel,10.2 L / 100 km,186627,Black / -,"Saint James, WA",6 cyl,SUV, 4 Doors, 5 Seats,18990
8581,Subaru,2018.0,Forester,SUV,2018 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,62133,White / Black,"Melbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32950
8582,Volkswagen,2020.0,Crafter,Greg Watts Motors - Car City Minchinbury,2020 Volkswagen Crafter 35 High Roof LWB FWD TDI410,USED,Automatic,-,Front,Diesel,-,288071,White / Black,"Minchinbury, NSW",-,Commercial,,,49980
8583,Nissan,2022.0,X-Trail,SUV,2022 Nissan X-Trail ST (4WD) 7 Seat,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,7.8 L / 100 km,581,Black / -,"Alexandria, NSW",4 cyl,SUV, 4 Doors, 7 Seats,43990
8584,Kia,2018.0,Carnival,Wagon,2018 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,11.6 L / 100 km,76213,White / Grey,"Victoria Park, WA",6 cyl,Wagon, 4 Doors, 8 Seats,32999
8585,Volkswagen,2015.0,Jetta,Sedan,2015 Volkswagen Jetta 118 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.2 L / 100 km,78816,Blue / -,"Victoria Park, WA",4 cyl,Sedan, 4 Doors, 5 Seats,18990
8586,BMW,2022.0,330I,Wagon,2022 BMW 330I Touring M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7 L / 100 km,5338,White / Leather,"Traralgon, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,79999
8587,Volkswagen,2019.0,Touareg,SUV,2019 Volkswagen Touareg 190TDI,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4 L / 100 km,18411,Black / -,"Wollongong, NSW",6 cyl,SUV, 4 Doors, 5 Seats,78990
8588,Hyundai,2020.0,I30,Hatchback,2020 Hyundai I30 GO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,77814,White / Standard Trim,"Maddington, WA",4 cyl,Hatchback, 4 Doors, 5 Seats,21888
8589,Audi,2014.0,Q5,SUV,2014 Audi Q5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,135486,Black / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,22995
8590,Toyota,2018.0,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,90003,White / 1Yfk20,"North Wollongong, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,41990
8591,Toyota,2020.0,Hilux,Ute / Tray,2020 Toyota Hilux SR HI-Rider,USED,Manual,"4 cyl, 2.8 L",Rear,Diesel,7.1 L / 100 km,69610,White / -,"Bentley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43988
8592,Renault,2018.0,Megane,Hatchback,2018 Renault Megane GT-Line,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,6 L / 100 km,91474,Grey / -,"Traralgon, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,20999
8593,Ferrari,2008.0,F430,Convertible,2008 Ferrari F430 Spider,USED,Automatic,"8 cyl, 4.3 L",Rear,Premium,18.3 L / 100 km,14788,Black / -,"Laverton North, VIC",8 cyl,Convertible, 2 Doors, 2 Seats,329900
8594,Kia,2020.0,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,54036,White / Black,"Hoppers Crossing, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,25490
8595,BMW,2015.0,X5,SUV,2015 BMW X5 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.2 L / 100 km,62987,White / Dakota Leather,"Berwick, VIC",6 cyl,SUV, 4 Doors, 5 Seats,47880
8596,Porsche,2023.0,Taycan,,2023 Porsche Taycan 4S Cross Turismo,NEW,-,0 L,AWD,Electric,0 L / 100 km,- / -,3 years / Unlimited km,,0 L,Wagon, 4 Doors, 4 Seats,209600
8597,Nissan,2014.0,X-Trail,SUV,2014 Nissan X-Trail ST (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,108818,- / -,"Wickham, NSW",4 cyl,SUV, 4 Doors, 5 Seats,18888
8598,Isuzu,2023.0,FVD,NEW Available to order,2023 Isuzu FVD 165-260,NEW,Automatic,"6 cyl, 7.8 L",Rear,Diesel,0 L / 100 km,- / -,"6 years / 500,000 km",,6 cyl,Ute / Tray, 4 Doors, 7 Seats,221527
8599,Toyota,2009.0,Alphard,USED Dealer ad,2009 Toyota Alphard V6,USED,-,-,Other,-,-,103497,Grey / Gunmetal Grey,"Greenacre, NSW",-,Wagon,,,24990
8600,Mazda,2012.0,3,Hatchback,2012 Mazda 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,107212,Grey / Black,"Victoria Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,14980
8601,Honda,2015.0,HR-V,SUV,2015 Honda HR-V VTI-S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,53000,Red / -,"Greenslopes, QLD",4 cyl,SUV, 4 Doors, 5 Seats,21990
8602,Ford,2010.0,Ranger,Ute / Tray,2010 Ford Ranger XL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,322249,- / -,"Underwood, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,14990
8603,Mazda,2022.0,CX-5,SUV,2022 Mazda CX-5 GT SP (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,6010,Black / -,"Wayville, SA",4 cyl,SUV, 4 Doors, 5 Seats,48990
8604,Holden,2012.0,Barina,Hatchback,2012 Holden Barina CD,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.7 L / 100 km,120950,White / Grey,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10995
8605,Nissan,2018.0,Pathfinder,Penfold Motor Group used,2018 Nissan Pathfinder Ti X-tronic 2WD,USED,Automatic,-,Front,Unleaded,-,58701,White / Black,"Burwood, VIC",-,Wagon,,,40890
8606,Chevrolet,2021.0,Corvette,Coupe,2021 Chevrolet Corvette 2LT,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,0 L / 100 km,1450,Orange / Black,"South Melbourne, VIC",8 cyl,Coupe, 2 Doors, 2 Seats,304950
8607,Kia,2018.0,Sorento,SUV,2018 Kia Sorento GT-Line (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.2 L / 100 km,88895,White / Black Leather,"Lilydale, VIC",4 cyl,SUV, 4 Doors, 7 Seats,41999
8608,Mazda,2005.0,3,Sedan,2005 Mazda 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.9 L / 100 km,221000,Blue / Black,"Dingley Village, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,6999
8609,Ford,2021.0,Everest,SUV,2021 Ford Everest Sport (rwd),USED,Automatic,"4 cyl, 2 L",Rear,Diesel,7 L / 100 km,49201,Blue / Black,"Cranbourne, VIC",4 cyl,SUV, 4 Doors, 7 Seats,64990
8610,Mitsubishi,2021.0,Mirage,Hatchback,2021 Mitsubishi Mirage ES,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,4.7 L / 100 km,39999,White / -,"Haberfield, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,17850
8611,Nissan,2017.0,Pathfinder,SUV,2017 Nissan Pathfinder ST (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.9 L / 100 km,123526,White / Black,"Penrith, NSW",6 cyl,SUV, 4 Doors, 7 Seats,22987
8612,MG,2022.0,HS,Alto Blacktown MG,2022 MG HS Excite,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,15,Black / Knight Black,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,36690
8613,Volkswagen,2019.0,Amarok,Ute / Tray,2019 Volkswagen Amarok V6 TDI580 Highline Black Edit.,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.9 L / 100 km,56312,White / Titanium Black Vienna Leather,"Phillip, ACT",6 cyl,Ute / Tray, 4 Doors, 5 Seats,55990
8614,Hyundai,2004.0,Elantra,Sedan,2004 Hyundai Elantra 2.0 HVT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,9.1 L / 100 km,112950,Silver / -,"Boronia, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,6499
8615,BMW,2023.0,X5,SUV,2023 BMW X5 M50I,USED,Automatic,"8 cyl, 4.4 L",AWD,Premium,11.5 L / 100 km,158,White / Black,"Carlton, NSW",8 cyl,SUV, 4 Doors, 5 Seats,168888
8616,Hyundai,2017.0,Santa,SUV,2017 Hyundai Santa FE Active X,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,10.5 L / 100 km,145937,White / Black,"Helensvale, QLD",6 cyl,SUV, 4 Doors, 7 Seats,29888
8617,Toyota,2023.0,Corolla,NEW Available to order,2023 Toyota Corolla Cross Atmos TWO-Tone AWD Hybrid,NEW,Automatic,"4 cyl, 2 L",AWD,-,4.4 L / 100 km,- / -,5 years / Unlimited km,,4 cyl,SUV, 4 Doors, 5 Seats,50400
8618,Subaru,2021.0,XV,Coffs Harbour Toyota Pre-Owned,2021 Subaru XV 2.0I Premium,USED,Automatic,-,Other,Unleaded,-,35841,Blue / -,"Coffs Harbour, NSW",-,SUV,,,35490
8619,Toyota,2013.0,Landcruiser,SUV,2013 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,144196,White / -,"Boolaroo, NSW",4 cyl,SUV, 4 Doors, 7 Seats,37800
8620,Suzuki,2022.0,S-Cross,Peter Warren Suzuki,2022 Suzuki S-Cross Allgrip,NEW,Automatic,"4 cyl, 1.4 L",AWD,Premium,6.2 L / 100 km,25,Black / Black,"Warwick Farm, NSW",4 cyl,SUV, 4 Doors, 5 Seats,41990
8621,Nissan,2021.0,X-Trail,SUV,2021 Nissan X-Trail ST-L (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,15896,Black / -,"Ravenhall, VIC",4 cyl,SUV, 4 Doors, 5 Seats,38990
8622,Honda,2017.0,Civic,Hatchback,2017 Honda Civic VTI-LX,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.1 L / 100 km,45263,Grey / -,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,39950
8623,Mercedes-Benz,2005.0,E55,Sedan,2005 Mercedes-Benz E55 AMG,USED,Automatic,"8 cyl, 5.4 L",Rear,Premium,0 L / 100 km,183313,- / Grey,"Fyshwick, ACT",8 cyl,Sedan, 4 Doors, 5 Seats,38990
8624,Lexus,2019.0,UX200,SUV,2019 Lexus UX200 Luxury +EP1,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,13442,Grey / Black,"Waterloo, NSW",4 cyl,SUV, 4 Doors, 5 Seats,47900
8625,Subaru,2020.0,Liberty,Sedan,2020 Subaru Liberty 2.5I AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,45154,Silver / -,"Elsternwick, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,27990
8626,Toyota,2015.0,Alphard,Sun Auto Group Five Dock,2015 Toyota Alphard SC PACKAGE,USED,Automatic,-,Other,Unleaded,-,59672,Black / Black,"Five Dock, NSW",-,Wagon,,,62900
8627,Volkswagen,2015.0,Golf,Hatchback,2015 Volkswagen Golf 90 TSI,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,50419,Grey / -,"Warwick Farm, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20750
8628,Toyota,2017.0,Camry,Sedan,2017 Toyota Camry Altise Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,5.2 L / 100 km,73187,White / Grey,"Cardiff, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,32990
8629,Ford,2013.0,Ranger,Ute / Tray,2013 Ford Ranger XL 2.2 (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Diesel,7.6 L / 100 km,223183,Blue / -,"Braybrook, VIC",4 cyl,Ute / Tray, 2 Doors, 2 Seats,15999
8630,Nissan,2014.0,Navara,Ute / Tray,2014 Nissan Navara RX (4X2),USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,9.8 L / 100 km,254186,White / Grey,"Kurri Kurri, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,13999
8631,Subaru,2019.0,Forester,SUV,2019 Subaru Forester 2.5I Premium (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,80256,Red / Black,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,39990
8632,Mahindra,2022.0,PIK-UP,Country Autos Tamworth New Cars,2022 Mahindra PIK-UP S11 4X4,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,9.3 L / 100 km,14,Grey / Black Cloth,"West Tamworth, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39490
8633,Nissan,2012.0,Almera,Sedan,2012 Nissan Almera TI,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.7 L / 100 km,144683,White / Grey,"Croydon, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,12990
8634,Mazda,2023.0,BT-50,Liverpool Mazda New Cars,2023 Mazda BT-50 XTR (4X4),NEW,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,9,Grey / -,"Liverpool, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,66841
8635,Mini,2023.0,5D,,2023 Mini 5D Hatch Cooper Classic Plus,NEW,-,"3 cyl, 1.5 L",Front,Premium,5.7 L / 100 km,- / -,5 years / Unlimited km,,3 cyl,Hatchback, 5 Doors, 4 Seats,42500
8636,Toyota,2013.0,Estima,Automobex Pty Ltd,2013 Toyota Estima,USED,Automatic,-,Other,-,-,123000,White / Black,"Dingley Village, VIC",-,Wagon,,,19999
8637,Toyota,2021.0,Corolla,Sedan,2021 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,3.5 L / 100 km,46884,White / Black,"Phillip, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,33980
8638,Toyota,2006.0,Corolla,Sedan,2006 Toyota Corolla Ascent,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,103279,Red / Grey,"Hamilton, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,6999
8639,Mitsubishi,2013.0,Triton,Ute / Tray,2013 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,10.9 L / 100 km,163000,White / -,"Camira, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,12990
8640,Nissan,2013.0,Navara,Ute / Tray,2013 Nissan Navara ST (4X2),USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8.3 L / 100 km,236582,Red / Black,"Thomastown, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,15990
8641,Porsche,2008.0,911,Coupe,2008 Porsche 911 Carrera S,USED,Automatic,"6 cyl, 3.8 L",Rear,Premium,11.7 L / 100 km,90500,Black / -,"Melbourne, VIC",6 cyl,Coupe, 2 Doors, 4 Seats,125200
8642,Mazda,2016.0,CX-5,SUV,2016 Mazda CX-5 Maxx (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,92907,Brown / Black,"Palmyra, WA",4 cyl,SUV, 4 Doors, 5 Seats,23990
8643,Holden,2006.0,Barina,Sedan,2006 Holden Barina,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.9 L / 100 km,196415,Silver / Grey,"Earlville, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,4990
8644,Isuzu,2011.0,D-MAX,Ute / Tray,2011 Isuzu D-MAX SX (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.1 L / 100 km,424969,Silver / -,"Cardiff, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,9513
8645,BMW,2005.0,320I,Sedan,2005 BMW 320I,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,11 L / 100 km,118126,Blue / -,"Maidstone, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,9999
8646,Mazda,2016.0,BT-50,Adelaide Vehicle Centre - Clearance Centre,2016 Mazda BT-50 XTR 4x2 Hi-Rider,USED,Automatic,-,Rear,Diesel,-,161808,White / Grey,"Enfield, SA",-,Ute / Tray,,,29990
8647,Mitsubishi,2019.0,Triton,Ute / Tray,2019 Mitsubishi Triton GLX Plus (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.9 L / 100 km,71732,Grey / Black,"Sunbury, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40980
8648,Nissan,2014.0,Navara,Ute / Tray,2014 Nissan Navara ST (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,172899,White / Black,"Wangara, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,19990
8649,Holden,2017.0,Colorado,Ute / Tray,2017 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,130088,White / -,"Colac West, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36990
8650,Ford,2008.0,Focus,Hatchback,2008 Ford Focus XR5 Turbo,USED,Manual,"5 cyl, 2.5 L",Front,Premium,9.3 L / 100 km,218000,Blue / -,"Saint Marys, NSW",5 cyl,Hatchback, 5 Doors, 5 Seats,9990
8651,Mazda,2009.0,2,Hatchback,2009 Mazda 2 NEO,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.8 L / 100 km,139289,Grey / Black,"Cheltenham, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,11390
8652,BMW,2012.0,125I,Hatchback,2012 BMW 125I Sportline,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4 L / 100 km,177411,Grey / -,"Molendinar, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,15990
8653,Toyota,2020.0,RAV4,SUV,2020 Toyota RAV4 GX (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,59864,Silver / -,"Alexandria, NSW",4 cyl,SUV, 5 Doors, 5 Seats,45990
8654,Toyota,2012.0,Kluger,SUV,2012 Toyota Kluger Grande (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,11.6 L / 100 km,130895,Silver / Black,"Ringwood, VIC",6 cyl,SUV, 4 Doors, 7 Seats,24999
